Student_ID,Age,Gender,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Internet_Quality,Part_Time_Job,Extracurricular_Involvement,AI_Tool_Usage_Hours_Per_Week,Previous_Semester_GPA,Productivity_Score,Performance_Category,Prediction
1492,19.0,1,5.7,5.5,5.9,4.7,75.0,82.9,7.9,2.5,7.9,5.3,1,0,5.2,5.4,6.0,53.38,2,2
1493,18.0,1,7.3,9.0,6.2,1.3,63.9,57.6,5.7,6.5,6.0,8.9,0,1,7.9,1.3,6.77,57.03,2,2
1494,17.0,0,6.4,9.4,5.1,2.2,89.9,97.4,0.0,1.1,3.5,2.9,0,0,1.2,3.9,5.48,48.53,2,2
1495,21.0,0,6.4,6.2,6.5,1.6,97.5,100.0,8.2,1.5,8.1,8.3,0,0,3.4,5.5447261663286005,8.33,71.98,0,0
1496,20.134890807516506,0,4.6,8.4,2.0,2.7,83.7,89.3,4.5,2.3,6.5,7.0,1,0,1.0,0.7,3.18,45.91,1,1
1497,21.0,1,5.8,7.5,3.6,1.1,45.2,100.0,9.2,2.5,6.4,7.9,0,1,0.5,9.8,8.05,67.55,0,0
1498,20.0,1,4.6,5.2,3.1,0.3,97.6,86.5,7.8,0.9,2.9,7.1,2,0,0.0,7.4,7.91,69.7,0,0
1499,19.0,1,1.8,5.8,8.2,2.2,81.5,79.9,5.3,0.3,8.1,8.0,2,0,1.0,4.1,5.62,32.73,1,1
1500,23.0,2,4.8,9.0,11.8,2.5,45.5,75.9,5.6,3.5,6.4,7.2,1,1,7.6,8.1,4.64,44.58,1,1
1501,20.0,1,4.7,5.1,3.8,5.0,57.9,69.3,3.5,3.4,2.5,6.8,2,0,1.4,10.8,7.56,36.63,1,1
1502,20.0,0,5.4,10.0,5.4,3.1,66.3,74.9,7.4,8.0,5.0,7.0,0,0,4.9,1.5,5.31,67.45,0,0
1503,16.0,0,3.9,6.3,4.3,0.9,80.0,56.3,9.6,6.2,5.3,3.6,0,0,6.5,9.2,6.58,66.44,0,0
1504,20.134890807516506,1,2.7,9.1,6.6,1.7,66.7,73.5,4.4,2.8,5.6,4.3,1,0,3.2,6.4,8.73,65.51,0,0
1505,19.0,0,5.5,6.6,4.5,4.3,68.4,54.0,4.7,1.3,5.1,10.0,0,0,7.8,6.6,7.04,62.34,2,2
1506,19.0,0,1.6,8.0,6.7,2.2,91.9,60.6,10.0,5.0,5.5,4.4,2,0,3.4,3.5,7.49,56.6,2,2
1507,21.0,0,7.1,8.8,7.7,1.0,95.4,97.1,6.2,1.0,7.6,3.7,0,0,4.8,5.6,9.24,62.05,2,2
1508,20.0,1,3.7,8.8,2.9,3.1,79.81730107309173,96.3,2.6,1.1,5.3,5.1,1,0,4.5,5.5447261663286005,5.67,56.33,2,2
1509,21.0,1,4.7,6.2,6.7,1.6,58.7,59.9,3.0,3.7,4.3,4.5,1,0,0.0,1.2,7.95,53.03,2,2
1510,22.0,1,5.3,5.9,1.5,3.9,92.3,90.7,9.7,1.6,5.8,3.8,0,1,6.3,6.5,3.59,64.06,0,0
1511,23.0,1,5.4,6.9,5.4,3.7,73.8,64.4,7.0,3.3,7.9,7.5,0,0,5.9,7.1,6.18,51.77,2,2
1512,22.0,0,1.4,5.3,5.2,0.9,100.0,63.1,3.7,4.4,7.1,5.5,2,0,0.7,12.9,6.99,39.9,1,1
1513,25.0,0,5.8,7.3,5.4,6.2,83.4,100.0,6.7,0.9,1.0,3.3,1,0,2.4,2.7,2.54,48.38,2,2
1514,16.0,1,4.8,5.9,5.2,2.8,95.8,55.3,4.2,1.6,2.6,4.5,0,0,7.2,10.2,5.44,54.67,2,2
1515,18.0,0,2.9,8.4,4.8,0.0,87.2,42.8,1.8,6.3,1.5,3.4,0,0,2.8,15.2,6.18,54.03,2,2
1516,16.0,0,2.7,6.3,5.3,3.7,85.6,63.0,5.2,4.7,6.4,5.1,2,1,8.2,8.3,6.97,48.79,2,2
1517,21.0,1,3.5,4.7,6.6,0.0,75.2,64.2,6.0,4.6,7.9,7.7,0,1,8.0,2.0,6.05,43.69,1,1
1518,24.0,1,1.6,8.8,6.7,4.9,95.7,68.3,2.6,1.3,5.4,5.9,0,1,2.0,11.3,5.35,46.63,1,1
1519,18.0,0,7.6,7.2,6.3,3.1,92.1,44.0,3.2,2.9,5.8,7.0,1,0,3.9,6.0,5.57,58.58,2,2
1520,24.0,0,7.2,7.0,4.6,2.7,75.7,81.3,3.8,0.5,3.3,6.7,1,0,0.3,8.1,10.0,68.65,0,0
1521,16.0,0,5.1,8.4,8.7,2.8,74.3,100.0,5.6,9.5,7.9,5.9,0,0,2.2,8.6,8.1,65.63,0,0
1522,24.0,1,3.8,8.1,9.8,3.9,70.7,80.4,6.3,3.2,3.8,6.5,1,1,0.0,1.8,6.71,54.26,2,2
1523,19.0,1,3.8,6.0,2.8,2.0,90.6,71.0,2.8,1.4,7.9,7.1,1,0,0.3,2.0,7.76,54.8,2,2
1524,17.0,1,5.7,6.4,6.4,2.8,83.1,87.0,4.7,2.1,4.2,3.7,0,1,3.5,2.7,7.01,58.75,2,2
1525,20.0,0,7.7,5.6,4.8,3.1,83.7,76.3,5.0,2.6,9.1,8.6,0,1,4.6,4.9,8.03,52.77,2,2
1526,18.0,0,3.1,5.1,8.3,3.03210685483871,75.3,76.0,2.2,1.1,2.4,9.0,0,0,4.0,2.3,4.09,37.02,1,1
1527,18.0,1,2.0,6.976601980998585,6.0,3.9,99.0,73.5,6.5,3.0,3.2,4.5,1,0,1.0,1.9,5.78,63.55,0,0
1528,19.0,0,7.3,7.5,6.1,4.2,60.6,78.9,7.3,1.4,8.1,7.4,0,1,7.7,2.9,4.87,51.84,2,2
1529,23.0,0,0.6,8.0,7.2,3.7,90.2,67.6,6.7,0.4,8.0,6.0,2,0,4.8,2.4,7.04,39.91,1,1
1530,20.0,0,2.2,8.7,5.3,3.5,92.8,45.7,3.1,4.2,4.9,5.3,0,1,2.6,2.9,4.36,33.68,1,1
1531,19.0,2,4.219583121504829,8.0,10.2,5.7,75.9,100.0,7.3,2.1,2.5,10.0,0,1,2.7,2.6,9.92,70.0,0,0
1532,21.0,1,1.1,8.1,7.3,2.8,61.2,84.5,5.8,3.3,1.0,5.0,1,1,4.8,1.5,7.3,44.87,1,1
1533,20.134890807516506,0,6.4,4.3,8.3,2.8,85.0,62.4,8.2,4.5,8.6,4.9,1,0,9.7,2.8,6.39,44.81,1,1
1534,18.0,1,5.9,6.6,5.4,1.7,95.6,81.3,7.1,5.4,6.4,6.1,1,0,6.6,4.8,3.9,75.84,0,0
1535,19.0,1,3.1,8.3,5.7,0.0,100.0,54.7,6.7,5.8,5.8,5.3,1,0,3.8,3.0,7.65,76.22,0,0
1536,17.0,0,6.8,5.5,8.0,3.7,88.5,81.8,5.4,2.9,4.0,3.1,1,0,4.2,12.4,6.78,46.03,1,1
1537,18.0,0,7.1,7.1,7.8,1.9,72.0,88.4,8.1,2.0,4.6,4.7,1,0,7.4,1.8,4.31,50.51,2,2
1538,22.0,0,4.0,7.7,2.9,0.0,89.0,93.6,3.5,6.9,7.4,8.0,0,0,6.7,3.2,5.11,81.09,0,0
1539,18.0,0,3.3,7.6,6.3,2.7,86.5,85.2,3.2,1.8,3.0,6.4,2,0,5.0,3.3,4.19,58.15,2,2
1540,20.0,0,8.7,7.5,7.2,2.7,84.2,71.6,10.0,5.7,7.4,6.5,0,1,1.0,5.5,6.53,59.23,2,2
1541,22.0,0,5.6,7.8,5.7,2.4,68.5,93.4,1.7,3.2,6.9,8.3,0,0,4.2,4.1,7.14,66.59,0,0
1542,17.0,1,4.7,7.2,6.9,3.1,87.8,74.2518720906699,3.4,1.0,9.0,6.8,2,0,6.5,5.5447261663286005,5.1,50.11,2,2
1543,21.0,0,6.9,5.1,5.8,0.0,86.1,80.4,7.8,6.5,6.7,3.6,1,0,5.5,16.2,3.51,48.91,2,2
1544,18.0,0,4.8,7.7,1.0,4.6,100.0,61.9,2.4,2.1,7.4,7.2,0,0,3.9,10.3,8.11,62.46,2,2
1545,25.0,1,3.2,7.4,2.7,3.6,81.1,79.1,7.6,1.8,2.4,6.1,0,0,3.6,0.4,4.7,58.2,2,2
1546,20.0,1,4.4,5.1,8.4,5.1,100.0,100.0,8.7,2.3,5.0,5.7,1,0,6.1,9.6,5.76,57.37,2,2
1547,23.0,0,6.3,8.8,5.4,1.8,98.1,88.9,9.0,0.9,5.3,7.1,0,0,3.7,1.3,7.21,72.88,0,0
1548,20.0,2,0.2,7.7,6.5,3.6,80.6,91.6,6.1,0.9,6.3,3.2,1,0,0.9,1.8,3.91,31.6,1,1
1549,16.0,0,3.6,5.2,6.0,0.0,96.1,95.0,3.4,1.5,5.8,5.1,1,0,1.1,1.1,5.57,45.61,1,1
1550,21.0,2,7.0,5.9,3.9,1.3,69.8,73.7,4.0,2.4,7.7,5.3,1,0,1.0,2.6,4.34,48.3,2,2
1551,25.0,1,3.2,6.3,4.8,0.4,77.5,59.3,8.8,1.3,5.8,9.4,1,0,2.7,5.1,5.65,67.92,0,0
1552,21.0,0,7.3,6.3,6.8,3.3,73.0,41.6,1.9,4.3,3.6,4.9,1,0,8.7,6.5,6.82,56.6,2,2
1553,23.0,0,7.0,7.4,7.1,0.9,78.0,55.5,7.8,1.1,3.3,7.4,0,0,3.9,13.2,6.51,64.74,0,0
1554,24.0,0,4.1,5.7,11.5,2.1,53.9,77.1,2.5,2.6,8.8,4.9,1,1,6.0,9.5,3.97,28.54,1,1
1555,18.0,0,3.1,8.5,4.8,2.8,100.0,38.4,5.8,2.2,6.1,5.3,0,1,2.8,1.3,8.59,62.66,2,2
1556,18.0,0,3.6,8.4,10.2,2.1,76.0,78.2,4.6,2.3,5.8,7.0,0,0,1.0,3.4,4.81,41.95,1,1
1557,21.0,0,9.5,7.8,3.8,0.5,90.2,83.9,5.0,1.8,6.1,4.3,0,0,6.7,3.6,6.63,66.33,0,0
1558,19.0,0,7.9,7.1,7.2,5.8,83.2,46.8,9.0,1.3,5.9,3.1,0,0,0.0,8.4,3.9,32.25,1,1
1559,23.0,1,4.5,8.2,6.4,3.1,76.5,90.8,4.8,4.1,4.8,4.5,1,1,2.5,12.4,6.13,53.8,2,2
1560,24.0,0,3.0,6.6,5.7,5.8,63.4,67.4,8.3,0.7,6.8,6.8,0,0,0.9,1.4,7.45,46.97,2,2
1561,19.0,1,4.4,6.1,6.0,1.0,79.81730107309173,45.6,4.4,3.0,7.7,6.2,1,0,0.9,11.5,6.36,43.65,1,1
1562,18.0,1,4.7,8.5,4.4,2.2,76.9,44.5,6.6,3.4,7.4,9.2,0,1,7.2,2.1,4.48,57.4,2,2
1563,22.0,0,1.7,7.4,8.3,3.0,73.8,74.0,5.7,2.5,5.4,8.7,0,1,2.7,3.9,6.73,49.56,2,2
1564,18.0,1,4.4,6.1,3.9,5.6,67.3,76.5,3.0,4.4,3.2,6.8,1,0,5.1,1.2,7.91,63.77,0,0
1565,23.0,0,6.8,6.5,6.8,5.8,71.1,74.7,3.0,3.8,2.7,6.3,1,1,5.3,12.6,6.96,43.6,1,1
1566,19.0,1,0.6,6.0,7.9,2.1,86.0,93.7,5.4,3.2,7.6,6.8,1,0,4.7,9.8,7.88,46.36,1,1
1567,21.0,1,5.9,6.976601980998585,9.5,1.5,91.4,76.1,5.1,2.9,4.4,5.0,1,0,2.9,7.3,7.21,60.61,2,2
1568,17.0,0,6.9,7.0,8.4,2.8,64.8,64.6,7.5,2.9,5.8,6.8,1,1,0.0,3.8,4.94,51.61,2,2
1569,21.0,1,3.1,7.2,7.4,5.0,68.6,69.2,1.9,1.5,3.6,2.4,2,1,0.4,0.9,9.92,36.74,1,1
1570,20.0,0,7.6,7.9,4.4,3.1,82.8,94.5,4.2,4.4,5.9,6.3,1,0,2.7,3.8,9.64,69.1,0,0
1571,21.0,1,2.8,5.4,4.0,3.4,77.9,54.8,6.9,3.6,8.0,7.3,2,1,4.7,2.5,7.72,38.09,1,1
1572,18.0,1,5.1,8.4,3.2,5.0,75.2,77.9,5.5,5.8,8.4,7.3,2,1,0.0,7.9,6.87,53.52,2,2
1573,22.0,1,3.6,6.2,2.9,4.7,92.0,78.7,2.8,4.0,2.4,9.3,0,0,0.0,16.6,7.72,70.76,0,0
1574,23.0,1,3.6,9.4,6.0,4.8,82.4,93.4,6.8,1.3,7.1,4.2,2,0,6.6,1.8,9.14,55.51,2,2
1575,18.0,0,3.0,6.6,4.2,4.1,58.9,77.0,7.9,3.9,3.5,10.0,2,0,4.2,6.3,4.02,58.51,2,2
1576,17.0,1,5.6,8.3,9.0,5.4,69.6,57.8,3.8,0.6,9.4,10.0,1,1,4.2,1.0,3.47,33.36,1,1
1577,16.0,0,5.9,3.8,4.6,0.8,58.4,78.5,8.1,1.5,9.8,8.0,1,0,4.050203624516392,2.5,6.59,41.42,1,1
1578,21.0,0,4.1,5.5,6.2,7.0,77.7,87.9,4.7,4.4,6.3,9.9,1,1,3.7,2.8,6.33,57.17,2,2
1579,21.0,0,1.5,6.6,5.3,4.9,62.7,77.5,5.2,0.7,5.7,6.9,1,1,6.8,4.3,7.66,35.52,1,1
1580,20.0,0,5.0,4.4,2.5,2.7,57.1,94.7,4.8,2.2,5.1,3.6,2,0,2.3,16.1,6.17,32.08,1,1
1581,18.0,1,5.0,7.8,8.7,5.0,53.3,51.5,8.2,7.8,8.8,2.7,0,0,3.0,2.5,10.0,44.31,1,1
1582,19.0,1,3.8,7.4,7.7,2.4,100.0,72.2,5.6,2.1,5.9,1.2,1,0,6.8,1.9,5.2,50.55,2,2
1583,21.0,0,7.9,5.7,8.0,3.9,62.3,75.1,7.7,0.6,6.2,7.4,1,0,0.0,12.8,9.43,48.51,2,2
1584,20.0,0,1.1,7.0,7.5,4.1,79.81730107309173,88.9,4.9,5.8,5.0,7.7,2,1,5.3,2.4,10.0,66.23,0,0
1585,20.134890807516506,0,0.0,8.0,4.1,4.6,80.8,91.2,6.8,0.8,5.6,7.7,1,1,8.2,4.6,8.95,68.88,0,0
1586,17.0,0,2.7,4.3,4.1,2.2,81.5,75.4,3.6,3.0,6.7,7.1,1,1,3.5,2.3,7.04,44.1,1,1
1587,22.0,1,5.6,5.3,7.1,4.6,88.1,68.5,8.2,3.5,6.5,6.0,0,1,0.8,3.6,4.58,34.14,1,1
1588,19.0,1,2.1,6.6,9.9,2.2,79.3,78.4,5.3,1.2,7.5,2.9,1,0,0.7,2.8,5.71,32.47,1,1
1589,19.0,0,2.2,7.0,7.0,4.3,74.1,54.5,8.7,3.2008618067525094,6.0,2.3,1,1,5.5,11.9,4.63,44.57,1,1
1590,22.0,0,6.1,6.9,8.4,3.0,82.9,66.2,5.9,1.2,5.2,5.2,2,1,2.2,2.3,6.69,48.75,2,2
1591,22.0,1,5.1,8.2,4.7,0.0,82.7,85.3,6.2,2.6,6.2,2.6,0,0,6.9,3.4,6.45,67.49,0,0
1592,25.0,0,5.0,7.6,8.7,1.7,80.7,81.4,10.0,2.2,6.0,1.0,0,0,2.5,2.4,6.37,54.03,2,2
1593,17.0,1,5.8,7.9,5.0,4.5,88.3,63.1,7.6,2.3,3.9,6.0,1,1,3.4,17.1,6.53,58.22,2,2
1594,17.0,1,3.3,5.2,6.6,2.5,71.9,60.9,6.4,8.3,1.0,6.4,0,0,1.1,5.2,6.4,52.0,2,2
1595,22.0,0,3.4,7.2,5.1,5.2,77.4,60.6,3.3,2.2,3.4,5.4,0,1,5.7,6.3,7.59,54.15,2,2
1596,21.0,0,5.8,6.6,6.047861775435752,0.8,62.8,61.9,4.3,0.9,2.8,6.4,2,1,4.1,8.4,6.44,49.37,2,2
1597,18.0,0,1.5,8.9,8.3,4.3,76.8,77.7,5.991217524197657,0.2,7.5,2.6,0,0,6.5,4.3,6.36,39.78,1,1
1598,17.0,1,0.0,7.2,2.3,2.9,71.7,96.6,5.3,6.1,3.4,7.5,0,0,0.1,7.7,8.89,61.1,2,2
1599,17.0,1,3.3,6.1,9.3,2.6,93.7,98.8,5.5,0.2,8.6,7.7,1,0,1.6,6.2,6.85,50.77,2,2
1600,24.0,0,6.1,8.1,11.9,0.9,61.0,58.4,3.6,3.3,3.9,5.2,0,0,3.7,4.2,10.0,46.34,1,1
1601,18.0,1,4.7,7.7,5.1,3.4,73.8,80.9,6.9,0.3,6.8,1.1,0,0,3.6,5.3,6.8,46.14,1,1
1602,19.0,0,5.9,5.9,5.7,1.2,73.2,80.1,6.2,3.1,9.7,4.4,0,0,6.4,6.9,4.61,54.68,2,2
1603,18.0,2,0.2,6.5,9.1,1.9,88.7,78.8,7.6,1.5,6.8,6.9,0,1,4.050203624516392,3.9,8.48,37.92,1,1
1604,19.0,0,4.8,6.6,6.2,2.7,63.4,57.4,8.7,5.6,9.7,4.0,2,0,4.5,0.6,4.98,38.48,1,1
1605,16.0,1,5.5,8.6,6.0,2.3,80.0,61.6,7.0,5.2,3.4,10.0,0,0,3.4,4.1,4.38,74.45,0,0
1606,20.0,0,1.5,7.3,10.7,4.9,81.0,81.2,3.4,1.5,8.1,7.4,0,1,4.9,1.3,6.39,34.07,1,1
1607,16.0,1,5.9,7.9,2.6,0.0,92.0,68.1,2.7,2.8,3.9,7.0,0,0,2.4,3.0,7.05,72.41,0,0
1608,23.0,1,4.0,6.4,4.0,2.7,68.9,76.6,7.6,2.0,7.7,7.1,1,1,3.7,9.2,4.4,54.05,2,2
1609,18.0,1,10.3,7.4,7.0,2.3,63.0,56.8,6.3,0.3,5.4,3.7,1,0,7.8,1.2,6.37,33.71,1,1
1610,20.0,1,0.0,8.7,2.0,3.0,86.2,66.2,9.9,1.7,6.0,6.2,0,0,6.1,3.2,6.32,56.63,2,2
1611,24.0,0,6.9,6.5,6.047861775435752,2.0,61.9,51.0,6.1,1.5,5.5,1.6,1,0,6.7,7.1,4.27,40.97,1,1
1612,21.0,1,3.4,7.1,5.0,4.8,73.2,79.8,2.2,1.9,4.8,1.3,0,0,1.2,1.2,5.42,35.17,1,1
1613,20.0,1,1.0,5.2,6.047861775435752,2.5,76.9,68.7,3.2,3.2,5.8,5.4,1,0,6.2,4.1,10.0,40.43,1,1
1614,19.0,2,3.1,6.0,7.7,3.2,88.0,79.8,4.3,7.1,6.5,5.6,0,0,8.0,4.1,5.2,57.38,2,2
1615,19.0,1,4.8,6.6,1.8,4.6,60.0,68.4,9.8,1.9,2.2,8.1,1,0,1.5,11.9,5.96,64.46,0,0
1616,21.0,0,6.3,5.6,4.3,3.1,76.2,79.2,8.6,1.4,4.9,3.5,2,1,3.5,9.0,7.2,47.23,2,2
1617,25.0,1,7.6,8.7,4.3,0.7,80.3,100.0,4.8,14.3,6.9,6.0,2,0,2.5,5.9,7.41,71.26,0,0
1618,21.0,1,7.0,5.9,5.5,2.2,68.8,65.6,5.6,5.3,5.8,4.8,2,1,4.3,3.5,8.59,52.3,2,2
1619,20.0,0,2.3,8.0,3.3,2.8,75.4,83.8,3.0,1.4,7.6,2.4,1,0,4.7,2.6,5.86,45.15,1,1
1620,22.0,1,6.5,7.2,7.1,0.0,91.6,63.1,2.9,4.5,2.3,5.1,2,1,3.4,3.9,3.53,49.51,2,2
1621,20.0,0,5.0,7.0,4.3,1.7,73.4,72.6,8.5,2.1,6.2,3.8,2,0,3.9,3.5,7.52,62.3,2,2
1622,16.0,1,2.9,8.9,7.5,2.9,75.3,83.5,8.1,1.3,7.2,4.5,2,0,3.8,3.9,8.19,44.01,1,1
1623,21.0,1,3.8,4.1,6.0,6.6,91.5,80.1,5.4,0.5,4.9,5.1,1,1,9.5,8.1,5.03,32.06,1,1
1624,25.0,1,2.8,6.7,3.6,3.7,77.2,87.4,10.0,8.6,4.7,10.0,2,0,2.9,4.1,5.73,74.89,0,0
1625,18.0,1,4.3,5.6,9.5,3.3,97.4,92.2,7.0,4.5,8.5,7.6,1,0,10.0,1.2,8.88,65.95,0,0
1626,22.0,1,2.7,4.5,9.5,6.0,58.7,87.0,6.5,1.1,1.0,8.2,0,0,5.2,0.9,5.39,25.75,1,1
1627,18.0,0,2.1,5.4,6.7,4.1,76.4,91.6,6.5,1.1,4.4,5.957923664122137,0,0,4.3,3.0,5.39,55.88,2,2
1628,20.0,0,5.2,7.0,5.4,4.3,90.1,78.8,3.7,1.4,4.3,6.1,1,0,8.2,1.2,5.57,60.69,2,2
1629,17.0,1,5.5,6.1,3.4,2.3,70.6,61.9,8.1,0.4,6.9,8.1,0,0,5.8,0.3,6.7,62.93,2,2
1630,20.0,1,3.8,8.2,8.7,0.7,77.0,89.4,8.1,2.3,7.7,5.4,2,0,5.4,5.7,6.4,57.56,2,2
1631,22.0,0,6.9,6.7,8.1,3.5,96.4,68.1,6.5,4.5,7.9,2.6,0,0,1.5,8.2,6.87,47.78,2,2
1632,19.0,0,3.7,6.6,4.0,6.3,69.9,87.5,3.5,1.6,4.1,5.7,0,0,2.8,4.0,10.0,60.14,2,2
1633,21.0,0,3.6,6.6,6.047861775435752,5.7,86.3,52.4,8.4,0.6,6.1,5.8,2,0,1.8,4.5,6.74,50.22,2,2
1634,23.0,0,5.5,6.9,7.1,4.2,89.7,68.6,2.0,1.5,4.3,10.0,2,0,0.1,3.7,5.43,59.17,2,2
1635,24.0,1,3.9,6.5,3.1,1.8,81.0,62.6,4.3,0.6,7.8,8.1,0,1,4.3,9.4,5.55,63.69,0,0
1636,18.0,1,4.4,5.9,4.4,0.2,80.5,82.1,7.3,0.7,6.1,5.0,0,1,7.0,3.4,8.9,60.04,2,2
1637,19.0,0,0.0,8.3,3.4,1.5,66.7,64.6,5.1,3.7,5.4,5.6,1,0,3.6,1.9,6.66,34.53,1,1
1638,17.0,0,4.2,6.2,3.5,3.4,89.5,74.7,3.8,3.0,5.9,5.0,1,0,4.050203624516392,9.9,5.07,56.21,2,2
1639,25.0,0,0.5,6.5,4.2,2.2,63.7,72.4,9.0,4.4,7.5,4.3,2,0,4.050203624516392,5.9,6.14,42.21,1,1
1640,24.0,1,1.8,7.6,8.3,4.8,85.1,93.5,8.5,3.0,6.2,7.3,0,0,0.0,5.5,7.22,61.57,2,2
1641,20.0,2,1.5,7.4,1.6,0.3,73.3,83.5,8.3,2.9,4.8,1.0,0,0,3.9,11.4,7.97,57.52,2,2
1642,23.0,0,2.1,5.8,7.1,2.8,74.9,80.2,6.7,0.6,5.1,5.9,0,0,3.4,3.8,7.99,43.1,1,1
1643,20.0,1,3.1,8.0,6.6,1.6,77.4,75.4,6.1,2.7,7.1,4.1,0,1,7.6,2.0,5.01,41.91,1,1
1644,21.0,0,3.2,7.7,8.4,4.8,86.5,61.2,9.8,2.7,3.2,2.1,0,1,0.1,1.3,2.38,53.21,2,2
1645,17.0,1,5.5,7.2,6.6,4.0,100.0,59.2,9.2,3.2,7.6,1.8,1,1,0.0,8.0,3.91,43.92,1,1
1646,22.0,1,4.6,6.4,5.1,1.5,81.4,80.0,5.8,6.1,1.2,6.9,1,1,2.1,1.4,7.74,83.5,0,0
1647,17.0,1,0.4,6.5,4.0,4.5,70.6,49.5,10.0,0.2,5.7,9.7,1,0,4.3,14.1,4.28,47.38,2,2
1648,23.0,1,4.4,6.7,8.5,0.1,61.3,74.3,5.7,4.2,4.0,3.1,2,0,8.9,1.9,3.43,42.52,1,1
1649,22.0,1,4.8,5.4,7.2,0.0,95.1,76.9,6.8,4.2,10.0,7.8,0,0,3.3,6.7,6.03,64.05,0,0
1650,22.0,0,3.5,6.9,4.8,1.4,82.3,49.6,9.1,2.8,1.0,5.2,2,0,1.2,3.9,6.48,52.27,2,2
1651,16.0,1,4.1,8.2,8.3,0.0,77.0,74.0,6.8,2.6,4.8,5.1,0,0,4.2,3.8,7.77,54.4,2,2
1652,19.0,0,4.6,8.1,4.9,2.8,80.8,75.1,5.4,2.4,4.0,6.7,2,1,5.7,8.6,6.86,61.39,2,2
1653,18.0,1,5.7,6.5,6.0,2.9,90.0,100.0,6.8,3.5,7.3,5.3,0,0,1.3,6.2,7.06,59.59,2,2
1654,19.0,1,1.1,8.4,4.5,2.3,74.7,75.2,6.0,2.9,8.3,6.8,0,0,2.0,6.3,6.38,39.61,1,1
1655,17.0,0,3.7,9.5,7.3,4.0,71.3,90.8,1.3,3.8,5.3,8.4,1,1,6.4,5.7,3.63,55.28,2,2
1656,24.0,0,7.2,6.6,3.5,3.03210685483871,63.0,83.0,8.2,3.7,1.0,6.3,0,0,2.4,0.7,5.83,67.98,0,0
1657,20.0,2,7.0,7.9,5.3,0.7,66.0,79.6,4.6,0.9,9.7,6.2,0,1,0.8,5.2,9.97,48.73,2,2
1658,19.0,2,5.9,4.1,4.4,1.6,75.5,89.9,3.5,4.3,7.7,8.0,0,0,4.8,3.6,5.3,37.03,1,1
1659,19.0,1,5.3,5.4,6.7,0.8,94.0,49.0,8.7,1.2,9.5,5.2,0,0,3.1,3.8,7.18,42.96,1,1
1660,20.0,1,7.5,7.1,7.0,1.9,73.4,73.4,6.8,2.0,5.2,8.4,1,1,3.2,1.0,4.96,60.17,2,2
1661,21.0,0,8.0,5.7,3.2,4.1,83.4,80.1,7.5,0.8,6.2,9.6,1,0,5.6,9.4,7.04,72.84,0,0
1662,20.0,2,3.9,6.976601980998585,7.0,0.0,94.6,57.7,5.7,0.8,4.3,8.2,0,0,5.6,3.9,6.86,65.36,0,0
1663,24.0,0,2.3,7.8,2.3,2.4,85.0,74.2,6.5,1.1,1.0,6.9,2,0,1.8,6.4,5.23,61.88,2,2
1664,20.0,0,3.7,8.3,11.5,4.7,100.0,76.7,5.3,3.7,4.6,8.1,2,0,0.9,5.5447261663286005,4.42,59.1,2,2
1665,25.0,0,10.4,7.0,4.7,4.9,80.9,72.0,4.1,7.7,3.5,4.9,1,0,5.0,3.9,5.08,48.35,2,2
1666,23.0,1,1.1,5.7,8.6,1.8,78.0,59.0,7.5,3.9,5.3,7.9,1,0,4.8,4.5,4.58,47.23,2,2
1667,18.0,0,3.3,6.3,6.5,7.0,75.0,61.4,6.5,0.3,2.0,5.5,1,1,2.0,6.9,3.86,52.66,2,2
1668,24.0,0,1.4,7.3,6.6,1.1,100.0,69.2,9.8,1.2,6.9,5.3,0,0,1.8,4.4,4.63,54.18,2,2
1669,17.0,0,4.4,6.2,3.1,2.6,95.9,81.9,1.1,5.4,6.3,5.0,0,0,7.0,3.6,6.29,62.39,2,2
1670,23.0,1,1.8,7.9,8.1,0.9,61.0,76.7,8.6,3.2008618067525094,1.0,8.9,2,1,2.7,1.8,4.57,44.72,1,1
1671,19.0,1,4.0,7.9,6.1,3.8,100.0,78.6,5.1,3.4,1.0,8.7,2,1,2.8,8.5,4.31,71.61,0,0
1672,23.0,1,0.3,7.0,7.2,8.0,86.5,70.8,4.9,0.5,3.6,8.8,0,0,7.1,2.2,7.13,42.21,1,1
1673,23.0,1,5.4,4.6,5.8,6.3,81.7,59.9,7.3,2.4,7.3,6.9,1,0,1.8,5.0,6.45,42.38,1,1
1674,23.0,0,6.6,9.2,6.3,4.5,86.7,69.5,4.0,3.0,10.0,1.3,1,0,1.6,2.0,2.97,37.23,1,1
1675,23.0,1,3.4,6.7,3.8,1.9,67.5,60.0,5.0,9.1,3.2,1.0,0,0,5.5,19.1,7.22,46.0,1,1
1676,19.0,1,3.9,10.0,5.6,2.7,82.6,20.5,7.3,3.9,4.3,6.7,0,0,8.3,7.3,6.23,53.42,2,2
1677,17.0,1,3.9,7.8,5.0,5.0,76.0,74.8,4.8,2.6,2.7,5.5,0,1,8.1,6.6,8.36,76.22,0,0
1678,19.0,0,4.6,6.7,4.2,4.3,75.3,70.3,4.4,10.8,5.0,2.4,1,0,3.9,10.2,4.95,49.57,2,2
